rule_id,query_name,industry,objective,category,subcategory,source_query_syntax,apply_on,speaker_hint,required_groups,forbidden_terms,window_seconds,first_n_seconds_only,exclude_first_n_seconds,compiled_regex,notes,regex_flags
1924,MS_CX_Warm Transfer Script_AU,US Bank,,Compliance,Call Script,"A = Before_3 (Hello this is, I have)
B = Before_3 (a, on the line)
C = NOTFIRST_30 (B)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""B""]]",[],,,30,^(?=.*(?:B)).*$,,IGNORECASE
1925,All_CX_Corona Virus_AU,US Bank,,Process Specific,General Mentions,"A = OR(because of corona virus, corona virus thing, the corona virus)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""because of corona virus"", ""corona virus thing"", ""the corona virus""]]",[],,,,^(?=.*(?:because\s+of\s+corona\s+virus|corona\s+virus\s+thing|the\s+corona\s+virus)).*$,,IGNORECASE
1926,MS_CX_Refinance/Referral Script_AU,US Bank,,Compliance,Call Script,A = NOTFIRST_60(are you considering purchasing a new home or refinance your current mortgage),Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""are you considering purchasing a new home or refinance your current mortgage""]]",[],,,60,^(?=.*(?:are\s+you\s+considering\s+purchasing\s+a\s+new\s+home\s+or\s+refinance\s+your\s+current\s+mortgage)).*$,,IGNORECASE
1927,MSPOC_CD_Disconnection Disclaimer_F120_AU,US Bank,,Compliance,Call Script,"A = OR(disconnecting_due_to_no_response, due_to_no_response_disconnecting, due_to_no_response_ending, due_to_no_response_releaslng, disconnecting_call_due_to_no_response, releasing_call_due_to_no_response, disconnect_the_call_due_to_borrower_no_response, disconnect_the_call_now_for_no_response, due_to_no_response_we_are_going_to) 
B = FIRST_120(A)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""disconnecting_due_to_no_response"", ""due_to_no_response_disconnecting"", ""due_to_no_response_ending"", ""due_to_no_response_releaslng"", ""disconnecting_call_due_to_no_response"", ""releasing_call_due_to_no_response"", ""disconnect_the_call_due_to_borrower_no_response"", ""disconnect_the_call_now_for_no_response"", ""due_to_no_response_we_are_going_to""], [""A""]]",[],,120,,^(?=.*(?:disconnecting_due_to_no_response|due_to_no_response_disconnecting|due_to_no_response_ending|due_to_no_response_releaslng|disconnecting_call_due_to_no_response|releasing_call_due_to_no_response|disconnect_the_call_due_to_borrower_no_response|disconnect_the_call_now_for_no_response|due_to_no_response_we_are_going_to))(?=.*(?:A)).*$,,IGNORECASE
1928,CC_CX_Ghost call_F120_AU,US Bank,,Compliance,Call Script,"A = OR(disconnecting due to no response, disconnecting the call) 
C = FIRST_120(A)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""disconnecting due to no response"", ""disconnecting the call""], [""A""]]",[],,120,,^(?=.*(?:disconnecting\s+due\s+to\s+no\s+response|disconnecting\s+the\s+call))(?=.*(?:A)).*$,,IGNORECASE
1929,CC_Avaya Proactive Contact_AU,US Bank,,Process Specific,General Mentions,Welcome to Avaya Proactive,Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],[],,,,^.*$,,IGNORECASE
1930,MSC_CX_Avaya Proactive Contact_AU,US Bank,,Process Specific,General Mentions,A=OR(welcome to avaya proactive contact),Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""welcome to avaya proactive contact""]]",[],,,,^(?=.*(?:welcome\s+to\s+avaya\s+proactive\s+contact)).*$,,IGNORECASE
1931,RPSC_CX_IN_Disconnection_Audio,US Bank,,Compliance,Call Script,"A = OR(disconnecting_due_to, disconnecting_the_call)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""disconnecting_due_to"", ""disconnecting_the_call""]]",[],,,,^(?=.*(?:disconnecting_due_to|disconnecting_the_call)).*$,,IGNORECASE
1932,RPSC_CX_TCPA Disclosure_Audio,US Bank,,Compliance,Call Script,"A = OR(expressly consenting to receiving communication, calls and messages may incur access fee, express consent applied to each such)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""expressly consenting to receiving communication"", ""express consent applied to each such""]]",[],,,,^(?=.*(?:expressly\s+consenting\s+to\s+receiving\s+communication|express\s+consent\s+applied\s+to\s+each\s+such)).*$,,IGNORECASE
1933,CX_Social Media Mentions_Audio,US Bank,,Process Specific,General Mentions,"A = OR(i_saw_an_article, posted_on_the_facebook, wrote_about_it_on_facebook, bank_was_in_the_news, saw_on_the_news, an_article_about_u_s, i_read_an_article, write_about_it_online, a_news_story_about_u_s, i_read_a_news_article, ready_to_post_it_on_facebook, i_was_reading_an_article_about)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""i_saw_an_article"", ""posted_on_the_facebook"", ""wrote_about_it_on_facebook"", ""bank_was_in_the_news"", ""saw_on_the_news"", ""an_article_about_u_s"", ""i_read_an_article"", ""write_about_it_online"", ""a_news_story_about_u_s"", ""i_read_a_news_article"", ""ready_to_post_it_on_facebook"", ""i_was_reading_an_article_about""]]",[],,,,^(?=.*(?:i_saw_an_article|posted_on_the_facebook|wrote_about_it_on_facebook|bank_was_in_the_news|saw_on_the_news|an_article_about_u_s|i_read_an_article|write_about_it_online|a_news_story_about_u_s|i_read_a_news_article|ready_to_post_it_on_facebook|i_was_reading_an_article_about)).*$,,IGNORECASE
1934,RPSF_CX_Failed Verification_Audio,US Bank,,Compliance,Call Script,"A = BEFORE(step into a bank branch, with a photo id and have the banker calls us)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],[],,,,^.*$,,IGNORECASE
1935,RPSF_CD_Adeptra_180 Audio,US Bank,,Process Specific,General Mentions,"A = OR(call_from_an_unidentified_card_holder, press_one_to_connect_two_to_repeat, we_have_a_call_from_an_unidentified_card_holder, this_is_an_alert_from_adeptra, the_case_number_is) 
F = FIRST_180(A)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""call_from_an_unidentified_card_holder"", ""press_one_to_connect_two_to_repeat"", ""we_have_a_call_from_an_unidentified_card_holder"", ""this_is_an_alert_from_adeptra"", ""the_case_number_is""], [""A""]]",[],,180,,^(?=.*(?:call_from_an_unidentified_card_holder|press_one_to_connect_two_to_repeat|we_have_a_call_from_an_unidentified_card_holder|this_is_an_alert_from_adeptra|the_case_number_is))(?=.*(?:A)).*$,,IGNORECASE
1936,RPS_CD_Disconnect Disclaimer_120_Audio,US Bank,,Compliance,Call Script,"A=OR(disconnecting_due_to_no_response, due_to_no_response_disconnecting, due_to_no_response_ending, due_to_no_response_releasing, banker_disconnecting_due_to_no_response, customer_non_responsive_releasing_call, disconnecting_call_due_to_no_response, releasing_call_due_to_no_response, customer_not_responding_agent_releasing_call) 
C = FIRST_120(A)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""disconnecting_due_to_no_response"", ""due_to_no_response_disconnecting"", ""due_to_no_response_ending"", ""due_to_no_response_releasing"", ""banker_disconnecting_due_to_no_response"", ""customer_non_responsive_releasing_call"", ""disconnecting_call_due_to_no_response"", ""releasing_call_due_to_no_response"", ""customer_not_responding_agent_releasing_call""], [""A""]]",[],,120,,^(?=.*(?:disconnecting_due_to_no_response|due_to_no_response_disconnecting|due_to_no_response_ending|due_to_no_response_releasing|banker_disconnecting_due_to_no_response|customer_non_responsive_releasing_call|disconnecting_call_due_to_no_response|releasing_call_due_to_no_response|customer_not_responding_agent_releasing_call))(?=.*(?:A)).*$,,IGNORECASE
1937,24HB_CD_Disconnect Disclaimer_120_Audio,US Bank,,Compliance,Call Script,"A = OR(disconnecting_due_to_no_response, due_to_no_response_disconnecting, due_to_no_response_ending, due_to_no_response_releasing, banker_disconnecting_due_to_no_response, customer_non_responsive_releasing_call, disconnecting_call_due_to_no_response, releasing_call_due_to_no_response, customer_not_responding_agent_releasing_call, i_am_disconnecting_the_call, i_am_releasing_the_call, if_you_can_hear_me_please_give_us_a_call_back) 
B = FIRST_120(A)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""disconnecting_due_to_no_response"", ""due_to_no_response_disconnecting"", ""due_to_no_response_ending"", ""due_to_no_response_releasing"", ""banker_disconnecting_due_to_no_response"", ""customer_non_responsive_releasing_call"", ""disconnecting_call_due_to_no_response"", ""releasing_call_due_to_no_response"", ""customer_not_responding_agent_releasing_call"", ""i_am_disconnecting_the_call"", ""i_am_releasing_the_call"", ""if_you_can_hear_me_please_give_us_a_call_back""], [""A""]]",[],,120,,^(?=.*(?:disconnecting_due_to_no_response|due_to_no_response_disconnecting|due_to_no_response_ending|due_to_no_response_releasing|banker_disconnecting_due_to_no_response|customer_non_responsive_releasing_call|disconnecting_call_due_to_no_response|releasing_call_due_to_no_response|customer_not_responding_agent_releasing_call|i_am_disconnecting_the_call|i_am_releasing_the_call|if_you_can_hear_me_please_give_us_a_call_back))(?=.*(?:A)).*$,,IGNORECASE
1938,Western Union Disclosure,Scotia,,Compliance,Call Script,"Result=BEFORE_5(""solely by western union"",""fees and rates of exchange"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""solely by western union"", ""fees and rates of exchange""]]",[],,,,^(?=.*(?:solely\s+by\s+western\s+union|fees\s+and\s+rates\s+of\s+exchange)).*$,,IGNORECASE
1939,Western Union,Scotia,,Process Specific,General Mentions,"Results=NOTLIKE(""Western Union"", ""US or Canadian"", ""new zealand"", ""credit union"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""Western Union"", ""US or Canadian"", ""new zealand"", ""credit union""]]","[""Western Union"", ""US or Canadian"", ""credit union""]",,,,^(?!.*Western\s+Union)(?!.*US\s+or\s+Canadian)(?!.*credit\s+union)(?=.*(?:Western\s+Union|US\s+or\s+Canadian|new\s+zealand|credit\s+union)).*$,,IGNORECASE
1940,Visa Switch Pitch_MOD,Scotia,,Process Specific,General Mentions,"Results=OR(""we can switch you to a no fee visa"", ""we switch you to a no fee card"",\NOTLIKE(""switch it to a no fee value visa"", ""this is your no fee value visa"",""this is a no fee value visa"",""is the no fee value visa"",\""its a no fee value visa"", ""from his no fee value visa""))",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""we can switch you to a no fee visa"", ""we switch you to a no fee card""]]","[""switch it to a no fee value visa"", ""this is your no fee value visa"", ""this is a no fee value visa"", ""is the no fee value visa"", ""\""its a no fee value visa"", ""from his no fee value visa""]",,,,"^(?!.*switch\s+it\s+to\s+a\s+no\s+fee\s+value\s+visa)(?!.*this\s+is\s+your\s+no\s+fee\s+value\s+visa)(?!.*this\s+is\s+a\s+no\s+fee\s+value\s+visa)(?!.*is\s+the\s+no\s+fee\s+value\s+visa)(?!.*""its\s+a\s+no\s+fee\s+value\s+visa)(?!.*from\s+his\s+no\s+fee\s+value\s+visa)(?=.*(?:we\s+can\s+switch\s+you\s+to\s+a\s+no\s+fee\s+visa|we\s+switch\s+you\s+to\s+a\s+no\s+fee\s+card)).*$",,IGNORECASE
1941,VISA Switch,Scotia,,Process Specific,General Mentions,"Result=""benefit from an interest free grace period""",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""benefit from an interest free grace period""]]",[],,,,^(?=.*(?:benefit\s+from\s+an\s+interest\s+free\s+grace\s+period)).*$,,IGNORECASE
1942,Visa Disclosure Ending,Scotia,,Compliance,Call Script,"Result = ""Other fees and foreign currency conversion are""",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""Other fees and foreign currency conversion are""]]",[],,,,^(?=.*(?:Other\s+fees\s+and\s+foreign\s+currency\s+conversion\s+are)).*$,,IGNORECASE
1943,Visa Disclosure,Scotia,,Compliance,Call Script,"Result = BEFORE_2(""Benefit from an interest free"", ""Grace period of atleast twenty one"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""Benefit from an interest free"", ""Grace period of atleast twenty one""]]",[],,,,^(?=.*(?:Benefit\s+from\s+an\s+interest\s+free|Grace\s+period\s+of\s+atleast\s+twenty\s+one)).*$,,IGNORECASE
1944,Value Visa_Disclosure,Scotia,,Compliance,Call Script,"Result = BEFORE_2(""The value visa annual fee"", ""Is twenty nine dollars"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""The value visa annual fee"", ""Is twenty nine dollars""]]",[],,,,^(?=.*(?:The\s+value\s+visa\s+annual\s+fee|Is\s+twenty\s+nine\s+dollars)).*$,,IGNORECASE
1945,Third Party Caller,Scotia,,Process Specific,General Mentions,"Merchant=NOTLIKE(""calling to verify name and address"", ""calling to verified by visa"", ""calling to clarify"")Merchant1=FIRST_20(BEFORE_5(""authorization center"",""approval code""))x=FIRST_10(""verify funds on a cheque"")Merchant2=NOTLIKE(x,""fully verified"")Merchant3=FIRST_10(""a merchant"")x2=FIRST_15(""verify a draft"")Merchant4=NOTLIKE(x2, ""verify that"",""verify a transaction"")
Result=OR(Merchant,Merchant1, Merchant2, Merchant3, Merchant4)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""Merchant"", ""Merchant1"", ""Merchant2"", ""Merchant3"", ""Merchant4""], [""BEFORE_5(\""authorization center\"",\""approval code""], [""verify funds on a cheque""], [""a merchant""], [""verify a draft""]]","[""calling to verified by visa"", ""calling to clarify"", ""x"", ""fully verified"", ""x2"", ""verify that"", ""verify a transaction""]",,15,,"^(?!.*calling\s+to\s+verified\s+by\s+visa)(?!.*calling\s+to\s+clarify)(?!.*x)(?!.*fully\s+verified)(?!.*x2)(?!.*verify\s+that)(?!.*verify\s+a\s+transaction)(?=.*(?:Merchant|Merchant1|Merchant2|Merchant3|Merchant4))(?=.*(?:BEFORE_5\(""authorization\s+center"",""approval\s+code))(?=.*(?:verify\s+funds\s+on\s+a\s+cheque))(?=.*(?:a\s+merchant))(?=.*(?:verify\s+a\s+draft)).*$",,IGNORECASE
